
Unknown, Unknown, Unknown, 15:06:33, 03/10/2024, Present
None, None, None, 15:08:10, 03/10/2024, Present
None, None, None, 15:08:10, 03/10/2024, Present
None, None, None, 15:08:10, 03/10/2024, Present
None, None, None, 15:08:10, 03/10/2024, Present
None, None, None, 15:08:10, 03/10/2024, Present
None, None, None, 15:08:10, 03/10/2024, Present
None, None, None, 15:08:10, 03/10/2024, Present
None, None, None, 15:08:11, 03/10/2024, Present
None, None, None, 15:08:11, 03/10/2024, Present
None, None, None, 15:08:11, 03/10/2024, Present
None, None, None, 15:08:11, 03/10/2024, Present
None, None, None, 15:08:11, 03/10/2024, Present
None, None, None, 15:08:11, 03/10/2024, Present
None, None, None, 15:08:11, 03/10/2024, Present
None, None, None, 15:08:11, 03/10/2024, Present
None, None, None, 15:08:12, 03/10/2024, Present
None, None, None, 15:08:12, 03/10/2024, Present
None, None, None, 15:08:12, 03/10/2024, Present
None, None, None, 15:08:12, 03/10/2024, Present
None, None, None, 15:08:12, 03/10/2024, Present
None, None, None, 15:08:12, 03/10/2024, Present
None, None, None, 15:08:12, 03/10/2024, Present
None, None, None, 15:08:12, 03/10/2024, Present
None, None, None, 15:08:12, 03/10/2024, Present
None, None, None, 15:08:13, 03/10/2024, Present
None, None, None, 15:08:13, 03/10/2024, Present
None, None, None, 15:08:13, 03/10/2024, Present
None, None, None, 15:08:13, 03/10/2024, Present
None, None, None, 15:08:13, 03/10/2024, Present
None, None, None, 15:08:13, 03/10/2024, Present
None, None, None, 15:08:13, 03/10/2024, Present
None, None, None, 15:08:13, 03/10/2024, Present
None, None, None, 15:08:13, 03/10/2024, Present
None, None, None, 15:08:14, 03/10/2024, Present
None, None, None, 15:08:14, 03/10/2024, Present
None, None, None, 15:08:14, 03/10/2024, Present
None, None, None, 15:08:14, 03/10/2024, Present
None, None, None, 15:08:14, 03/10/2024, Present
None, None, None, 15:08:14, 03/10/2024, Present
None, None, None, 15:08:14, 03/10/2024, Present
None, None, None, 15:08:14, 03/10/2024, Present
None, None, None, 15:08:14, 03/10/2024, Present
None, None, None, 15:08:15, 03/10/2024, Present
None, None, None, 15:08:15, 03/10/2024, Present
None, None, None, 15:08:15, 03/10/2024, Present
None, None, None, 15:08:15, 03/10/2024, Present
None, None, None, 15:08:15, 03/10/2024, Present
None, None, None, 15:08:15, 03/10/2024, Present
None, None, None, 15:08:15, 03/10/2024, Present
None, None, None, 15:08:15, 03/10/2024, Present
None, None, None, 15:08:15, 03/10/2024, Present
None, None, None, 15:08:16, 03/10/2024, Present
None, None, None, 15:08:16, 03/10/2024, Present
None, None, None, 15:08:16, 03/10/2024, Present
None, None, None, 15:08:16, 03/10/2024, Present
None, None, None, 15:08:16, 03/10/2024, Present
None, None, None, 15:08:16, 03/10/2024, Present
None, None, None, 15:08:16, 03/10/2024, Present
None, None, None, 15:08:16, 03/10/2024, Present
None, None, None, 15:08:16, 03/10/2024, Present
None, None, None, 15:08:17, 03/10/2024, Present
None, None, None, 15:08:17, 03/10/2024, Present
None, None, None, 15:08:17, 03/10/2024, Present
None, None, None, 15:08:17, 03/10/2024, Present
None, None, None, 15:08:17, 03/10/2024, Present
None, None, None, 15:08:17, 03/10/2024, Present
None, None, None, 15:08:17, 03/10/2024, Present
None, None, None, 15:08:17, 03/10/2024, Present
None, None, None, 15:08:17, 03/10/2024, Present
None, None, None, 15:08:18, 03/10/2024, Present
None, None, None, 15:08:18, 03/10/2024, Present
None, None, None, 15:08:18, 03/10/2024, Present
None, None, None, 15:08:18, 03/10/2024, Present
None, None, None, 15:08:18, 03/10/2024, Present
None, None, None, 15:08:18, 03/10/2024, Present
None, None, None, 15:08:18, 03/10/2024, Present
None, None, None, 15:08:18, 03/10/2024, Present
None, None, None, 15:08:18, 03/10/2024, Present
None, None, None, 15:08:19, 03/10/2024, Present
None, None, None, 15:08:19, 03/10/2024, Present
